pair_id,src_ip,dst_ip,n_observations,dominant_period_s,acf_peak,acf_peak_lag,iat_cv,fft_period_s,fft_power_ratio,is_periodic,beacon_confidence,is_beacon_pair
10.0.2.10→52.43.87.64,10.0.2.10,52.43.87.64,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.10→52.45.97.168,10.0.2.10,52.45.97.168,12,0.0,0.0,0,0.8285,0.0,0.0,False,0.0,False
10.0.2.10→52.57.181.115,10.0.2.10,52.57.181.115,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.10→52.64.251.121,10.0.2.10,52.64.251.121,11,0.0,0.0,0,0.7141,0.0,0.0,False,0.0,False
10.0.2.10→52.68.177.170,10.0.2.10,52.68.177.170,11,0.0,0.0,0,0.6186,0.0,0.0,False,0.0,False
10.0.2.10→52.81.56.180,10.0.2.10,52.81.56.180,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.10→52.88.101.137,10.0.2.10,52.88.101.137,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.100→52.166.83.171,10.0.2.100,52.166.83.171,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.100→52.21.223.241,10.0.2.100,52.21.223.241,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.100→52.215.173.59,10.0.2.100,52.215.173.59,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.100→52.60.11.135,10.0.2.100,52.60.11.135,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.100→52.80.175.120,10.0.2.100,52.80.175.120,10,0.0,0.0,0,0.7111,0.0,0.0,False,0.0,False
10.0.2.100→52.93.78.128,10.0.2.100,52.93.78.128,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.101→52.13.106.232,10.0.2.101,52.13.106.232,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.101→52.167.244.25,10.0.2.101,52.167.244.25,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.101→52.19.247.51,10.0.2.101,52.19.247.51,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.101→52.30.193.176,10.0.2.101,52.30.193.176,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.101→52.68.177.170,10.0.2.101,52.68.177.170,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.101→52.7.235.177,10.0.2.101,52.7.235.177,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.101→52.88.101.137,10.0.2.101,52.88.101.137,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.102→52.107.81.230,10.0.2.102,52.107.81.230,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.102→52.125.99.159,10.0.2.102,52.125.99.159,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.102→52.201.72.99,10.0.2.102,52.201.72.99,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.102→52.215.173.59,10.0.2.102,52.215.173.59,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.102→52.219.227.101,10.0.2.102,52.219.227.101,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.102→52.219.23.155,10.0.2.102,52.219.23.155,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.102→52.240.188.130,10.0.2.102,52.240.188.130,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.102→52.252.240.238,10.0.2.102,52.252.240.238,10,0.0,0.0,0,0.8576,0.0,0.0,False,0.0,False
10.0.2.102→52.44.85.247,10.0.2.102,52.44.85.247,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.103→52.176.163.85,10.0.2.103,52.176.163.85,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.103→52.21.247.25,10.0.2.103,52.21.247.25,11,0.0,0.0,0,0.6352,0.0,0.0,False,0.0,False
10.0.2.103→52.30.169.56,10.0.2.103,52.30.169.56,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.103→52.64.101.90,10.0.2.103,52.64.101.90,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.103→52.64.251.121,10.0.2.103,52.64.251.121,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.103→52.8.74.82,10.0.2.103,52.8.74.82,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.103→52.96.85.229,10.0.2.103,52.96.85.229,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.103→52.98.120.54,10.0.2.103,52.98.120.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.121.235.85,10.0.2.104,52.121.235.85,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.129.71.22,10.0.2.104,52.129.71.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.158.75.62,10.0.2.104,52.158.75.62,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.163.173.65,10.0.2.104,52.163.173.65,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.201.72.99,10.0.2.104,52.201.72.99,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.207.69.39,10.0.2.104,52.207.69.39,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.210.80.58,10.0.2.104,52.210.80.58,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.253.119.40,10.0.2.104,52.253.119.40,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.30.169.56,10.0.2.104,52.30.169.56,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.57.86.157,10.0.2.104,52.57.86.157,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.68.177.170,10.0.2.104,52.68.177.170,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.71.3.212,10.0.2.104,52.71.3.212,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.104→52.93.78.128,10.0.2.104,52.93.78.128,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.105→52.108.42.151,10.0.2.105,52.108.42.151,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.105→52.140.245.52,10.0.2.105,52.140.245.52,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.105→52.153.75.156,10.0.2.105,52.153.75.156,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.105→52.201.81.222,10.0.2.105,52.201.81.222,11,0.0,0.0,0,0.7001,0.0,0.0,False,0.0,False
10.0.2.105→52.227.82.31,10.0.2.105,52.227.82.31,10,0.0,0.0,0,0.9098,0.0,0.0,False,0.0,False
10.0.2.105→52.250.188.94,10.0.2.105,52.250.188.94,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.105→52.44.85.247,10.0.2.105,52.44.85.247,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.105→52.87.90.12,10.0.2.105,52.87.90.12,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.106→52.125.177.168,10.0.2.106,52.125.177.168,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.106→52.159.83.2,10.0.2.106,52.159.83.2,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.106→52.174.33.8,10.0.2.106,52.174.33.8,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.106→52.81.60.195,10.0.2.106,52.81.60.195,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.106→52.88.101.137,10.0.2.106,52.88.101.137,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.107→52.123.99.233,10.0.2.107,52.123.99.233,13,0.0,0.0,0,1.0712,0.0,0.0,False,0.0,False
10.0.2.107→52.157.153.194,10.0.2.107,52.157.153.194,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.107→52.158.75.62,10.0.2.107,52.158.75.62,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.107→52.201.81.222,10.0.2.107,52.201.81.222,12,0.0,0.0,0,1.3078,0.0,0.0,False,0.0,False
10.0.2.107→52.230.214.105,10.0.2.107,52.230.214.105,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.107→52.28.159.175,10.0.2.107,52.28.159.175,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.107→52.46.218.32,10.0.2.107,52.46.218.32,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.107→52.57.86.157,10.0.2.107,52.57.86.157,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.107→52.97.123.59,10.0.2.107,52.97.123.59,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.108→52.163.245.96,10.0.2.108,52.163.245.96,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.108→52.167.244.25,10.0.2.108,52.167.244.25,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.108→52.241.123.10,10.0.2.108,52.241.123.10,10,0.0,0.0,0,0.7683,0.0,0.0,False,0.0,False
10.0.2.108→52.252.240.238,10.0.2.108,52.252.240.238,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.108→52.3.1.64,10.0.2.108,52.3.1.64,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.108→52.57.181.115,10.0.2.108,52.57.181.115,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.109→52.200.13.94,10.0.2.109,52.200.13.94,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.109→52.221.252.23,10.0.2.109,52.221.252.23,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.109→52.250.188.94,10.0.2.109,52.250.188.94,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.109→52.29.3.76,10.0.2.109,52.29.3.76,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.109→52.30.193.176,10.0.2.109,52.30.193.176,13,0.0,0.0,0,0.6703,0.0,0.0,False,0.0,False
10.0.2.109→52.62.117.113,10.0.2.109,52.62.117.113,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.109→52.82.73.198,10.0.2.109,52.82.73.198,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.109→52.98.120.54,10.0.2.109,52.98.120.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.11→52.134.84.162,10.0.2.11,52.134.84.162,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.11→52.146.84.103,10.0.2.11,52.146.84.103,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.11→52.196.32.13,10.0.2.11,52.196.32.13,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.11→52.207.69.39,10.0.2.11,52.207.69.39,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.11→52.227.82.31,10.0.2.11,52.227.82.31,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.11→52.28.159.175,10.0.2.11,52.28.159.175,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.11→52.30.169.56,10.0.2.11,52.30.169.56,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.11→52.81.56.180,10.0.2.11,52.81.56.180,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.110→52.1.72.72,10.0.2.110,52.1.72.72,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.110→52.118.29.124,10.0.2.110,52.118.29.124,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.110→52.134.84.162,10.0.2.110,52.134.84.162,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.110→52.158.10.202,10.0.2.110,52.158.10.202,10,0.0,0.0,0,0.6911,0.0,0.0,False,0.0,False
10.0.2.110→52.192.221.104,10.0.2.110,52.192.221.104,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.110→52.30.172.174,10.0.2.110,52.30.172.174,11,0.0,0.0,0,0.9567,0.0,0.0,False,0.0,False
10.0.2.110→52.88.13.186,10.0.2.110,52.88.13.186,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.111→52.155.94.39,10.0.2.111,52.155.94.39,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.111→52.201.81.222,10.0.2.111,52.201.81.222,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.111→52.28.159.175,10.0.2.111,52.28.159.175,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.111→52.75.67.202,10.0.2.111,52.75.67.202,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.111→52.76.232.41,10.0.2.111,52.76.232.41,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.112→52.107.17.86,10.0.2.112,52.107.17.86,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.112→52.125.99.159,10.0.2.112,52.125.99.159,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.112→52.140.245.52,10.0.2.112,52.140.245.52,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.112→52.146.179.54,10.0.2.112,52.146.179.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.112→52.19.247.51,10.0.2.112,52.19.247.51,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.112→52.192.221.104,10.0.2.112,52.192.221.104,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.112→52.43.87.64,10.0.2.112,52.43.87.64,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.112→52.57.181.115,10.0.2.112,52.57.181.115,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.112→52.60.11.135,10.0.2.112,52.60.11.135,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.113→52.108.42.151,10.0.2.113,52.108.42.151,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.113→52.158.10.202,10.0.2.113,52.158.10.202,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.113→52.188.223.168,10.0.2.113,52.188.223.168,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.113→52.250.188.94,10.0.2.113,52.250.188.94,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.113→52.74.84.106,10.0.2.113,52.74.84.106,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.113→52.81.92.222,10.0.2.113,52.81.92.222,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.113→52.92.5.8,10.0.2.113,52.92.5.8,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.114→52.118.29.124,10.0.2.114,52.118.29.124,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.114→52.159.90.10,10.0.2.114,52.159.90.10,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.114→52.160.200.17,10.0.2.114,52.160.200.17,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.114→52.176.94.211,10.0.2.114,52.176.94.211,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.114→52.192.87.108,10.0.2.114,52.192.87.108,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.114→52.216.254.66,10.0.2.114,52.216.254.66,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.114→52.222.87.127,10.0.2.114,52.222.87.127,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.114→52.229.178.142,10.0.2.114,52.229.178.142,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.114→52.239.190.50,10.0.2.114,52.239.190.50,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.115→52.117.191.81,10.0.2.115,52.117.191.81,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.115→52.117.49.45,10.0.2.115,52.117.49.45,10,0.0,0.0,0,0.9466,0.0,0.0,False,0.0,False
10.0.2.115→52.157.153.194,10.0.2.115,52.157.153.194,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.115→52.159.90.10,10.0.2.115,52.159.90.10,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.115→52.207.69.39,10.0.2.115,52.207.69.39,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.115→52.229.178.142,10.0.2.115,52.229.178.142,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.115→52.233.49.105,10.0.2.115,52.233.49.105,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.115→52.57.181.115,10.0.2.115,52.57.181.115,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.115→52.87.90.12,10.0.2.115,52.87.90.12,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.115→52.88.13.186,10.0.2.115,52.88.13.186,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.116→52.140.174.236,10.0.2.116,52.140.174.236,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.116→52.158.75.62,10.0.2.116,52.158.75.62,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.116→52.219.227.101,10.0.2.116,52.219.227.101,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.116→52.235.108.193,10.0.2.116,52.235.108.193,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.116→52.71.3.212,10.0.2.116,52.71.3.212,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.116→52.91.195.142,10.0.2.116,52.91.195.142,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.117→52.133.65.155,10.0.2.117,52.133.65.155,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.117→52.146.84.103,10.0.2.117,52.146.84.103,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.117→52.225.14.219,10.0.2.117,52.225.14.219,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.117→52.53.67.60,10.0.2.117,52.53.67.60,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.117→52.62.161.110,10.0.2.117,52.62.161.110,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.117→52.75.141.226,10.0.2.117,52.75.141.226,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.117→52.95.236.200,10.0.2.117,52.95.236.200,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.117→52.96.212.92,10.0.2.117,52.96.212.92,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.118→52.129.71.22,10.0.2.118,52.129.71.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.118→52.143.143.211,10.0.2.118,52.143.143.211,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.118→52.143.146.240,10.0.2.118,52.143.146.240,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.118→52.163.173.65,10.0.2.118,52.163.173.65,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.118→52.18.241.144,10.0.2.118,52.18.241.144,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.118→52.188.223.168,10.0.2.118,52.188.223.168,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.118→52.45.97.168,10.0.2.118,52.45.97.168,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.118→52.74.84.106,10.0.2.118,52.74.84.106,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.119→52.146.179.54,10.0.2.119,52.146.179.54,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.119→52.176.94.211,10.0.2.119,52.176.94.211,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.119→52.225.14.219,10.0.2.119,52.225.14.219,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.119→52.240.94.101,10.0.2.119,52.240.94.101,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.119→52.44.85.247,10.0.2.119,52.44.85.247,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.119→52.53.67.60,10.0.2.119,52.53.67.60,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.12→52.11.88.252,10.0.2.12,52.11.88.252,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.12→52.117.49.45,10.0.2.12,52.117.49.45,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.12→52.129.71.22,10.0.2.12,52.129.71.22,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.12→52.153.75.156,10.0.2.12,52.153.75.156,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.12→52.210.193.207,10.0.2.12,52.210.193.207,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.12→52.228.185.53,10.0.2.12,52.228.185.53,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.12→52.30.169.56,10.0.2.12,52.30.169.56,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.12→52.43.87.64,10.0.2.12,52.43.87.64,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.12→52.67.176.79,10.0.2.12,52.67.176.79,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.12→52.98.120.54,10.0.2.12,52.98.120.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.120→52.108.42.151,10.0.2.120,52.108.42.151,10,0.0,0.0,0,0.6185,0.0,0.0,False,0.0,False
10.0.2.120→52.124.197.123,10.0.2.120,52.124.197.123,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.120→52.160.200.17,10.0.2.120,52.160.200.17,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.121→52.143.146.240,10.0.2.121,52.143.146.240,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.121→52.146.179.54,10.0.2.121,52.146.179.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.121→52.31.1.167,10.0.2.121,52.31.1.167,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.121→52.34.104.238,10.0.2.121,52.34.104.238,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.121→52.43.170.188,10.0.2.121,52.43.170.188,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.121→52.71.2.187,10.0.2.121,52.71.2.187,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.121→52.82.59.7,10.0.2.121,52.82.59.7,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.122→52.146.84.103,10.0.2.122,52.146.84.103,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.122→52.153.75.156,10.0.2.122,52.153.75.156,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.122→52.81.60.195,10.0.2.122,52.81.60.195,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.123→52.204.28.79,10.0.2.123,52.204.28.79,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.123→52.229.178.142,10.0.2.123,52.229.178.142,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.123→52.93.117.242,10.0.2.123,52.93.117.242,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.124→52.146.179.54,10.0.2.124,52.146.179.54,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.124→52.158.10.202,10.0.2.124,52.158.10.202,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.124→52.185.82.221,10.0.2.124,52.185.82.221,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.124→52.21.162.44,10.0.2.124,52.21.162.44,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.124→52.235.58.175,10.0.2.124,52.235.58.175,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.124→52.30.169.56,10.0.2.124,52.30.169.56,6,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.124→52.35.45.71,10.0.2.124,52.35.45.71,4,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.124→52.48.103.109,10.0.2.124,52.48.103.109,12,0.0,0.0,0,0.6168,0.0,0.0,False,0.0,False
10.0.2.124→52.68.177.170,10.0.2.124,52.68.177.170,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.124→52.88.101.137,10.0.2.124,52.88.101.137,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.125→52.10.55.130,10.0.2.125,52.10.55.130,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.125→52.143.146.240,10.0.2.125,52.143.146.240,10,0.0,0.0,0,0.9562,0.0,0.0,False,0.0,False
10.0.2.125→52.160.200.17,10.0.2.125,52.160.200.17,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.125→52.188.223.168,10.0.2.125,52.188.223.168,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.125→52.233.3.152,10.0.2.125,52.233.3.152,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.125→52.53.67.60,10.0.2.125,52.53.67.60,7,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.125→52.8.0.126,10.0.2.125,52.8.0.126,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.125→52.83.248.181,10.0.2.125,52.83.248.181,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.108.42.151,10.0.2.126,52.108.42.151,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.125.177.168,10.0.2.126,52.125.177.168,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.146.84.103,10.0.2.126,52.146.84.103,5,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.148.111.138,10.0.2.126,52.148.111.138,8,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.165.62.22,10.0.2.126,52.165.62.22,11,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.166.83.171,10.0.2.126,52.166.83.171,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.167.244.25,10.0.2.126,52.167.244.25,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.176.238.203,10.0.2.126,52.176.238.203,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.224.115.122,10.0.2.126,52.224.115.122,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.227.96.208,10.0.2.126,52.227.96.208,9,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.32.158.89,10.0.2.126,52.32.158.89,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
10.0.2.126→52.50.76.131,10.0.2.126,52.50.76.131,10,0.0,0.0,0,1.3038,0.0,0.0,False,0.0,False
10.0.2.126→52.62.117.113,10.0.2.126,52.62.117.113,3,0.0,0.0,0,,0.0,0.0,False,0.0,False
